iter	Logloss
290	0.259208554
291	0.259026995
292	0.2589282265
293	0.2586526697
294	0.2584744317
295	0.2583117166
296	0.2581213978
297	0.2579209933
298	0.2576659525
299	0.2572739792
300	0.2571022282
301	0.2568253018
302	0.2565776267
303	0.2564899943
304	0.2562425781
305	0.2560412841
306	0.2558819135
307	0.2555276833
308	0.2553175159
309	0.2551264805
310	0.2549164369
311	0.254656128
312	0.2544822866
313	0.2543711295
314	0.2541342926
315	0.2537937777
316	0.2536458345
317	0.2534875177
318	0.2530522094
319	0.2528429671
320	0.2526278873
321	0.2524837243
322	0.2523110091
323	0.2522936941
324	0.2521101318
325	0.2517841965
326	0.2514329732
327	0.251133658
328	0.2507819458
329	0.250624207
330	0.2503147209
331	0.2500564857
332	0.249940689
333	0.2497019124
334	0.2496256939
335	0.2495461174
336	0.2492203078
337	0.2490530116
338	0.2488539325
339	0.2488362749
340	0.2487784271
341	0.2484575605
342	0.2484170708
343	0.2482347082
344	0.2480558604
345	0.2479648582
346	0.2477389735
347	0.2474889589
348	0.247420301
349	0.2474202564
350	0.2472442226
351	0.2467798125
352	0.2465889779
353	0.2463215365
354	0.2460698802
355	0.245910309
356	0.2458565593
357	0.2455813664
358	0.2454009206
359	0.2452333686
360	0.2450405882
361	0.2448672758
362	0.2446850166
363	0.2444301474
364	0.2443428104
365	0.2442546343
366	0.2440762374
367	0.2437971505
368	0.2436791578
369	0.2434508691
370	0.2431627763
371	0.2429377419
372	0.2428470583
373	0.2426919238
374	0.2424261729
375	0.242402651
376	0.2422887074
377	0.2421769475
378	0.2419245262
379	0.2417733315
380	0.2414902271
381	0.2413556677
382	0.2412057316
383	0.2410361091
384	0.2408375274
385	0.2407625707
386	0.2406767699
387	0.2406167091
388	0.2406083928
389	0.240267352
390	0.2401229509
391	0.2398505568
392	0.2397605054
393	0.2396332078
394	0.2396101699
395	0.2392042542
396	0.2391590303
397	0.2389040245
398	0.2387214487
399	0.2385807646
400	0.2384414421
401	0.2382924704
402	0.2379157381
403	0.2377005384
404	0.2376447562
405	0.2371513202
406	0.2370804477
407	0.2368579333
408	0.2367693061
409	0.2367546156
410	0.2366081042
411	0.2363077628
412	0.2362368708
413	0.2361161821
414	0.2360824458
415	0.235896232
416	0.2355970127
417	0.2353787289
418	0.2352804439
419	0.2351070105
420	0.2349451768
421	0.2345094646
422	0.2342124012
423	0.2340872015
424	0.2339314254
425	0.2338706869
426	0.233815876
427	0.2337105991
428	0.2335205372
429	0.2330996972
430	0.2330792014
431	0.2330652838
432	0.2328720042
433	0.2325778147
434	0.2324497454
435	0.2323822581
436	0.2322059638
437	0.2321384015
438	0.2321247406
439	0.2319746926
440	0.2319053991
441	0.2317476028
442	0.2316289584
443	0.2315343076
444	0.231466665
445	0.2312620547
446	0.2310270917
447	0.2308858683
448	0.2306983892
449	0.2306255392
450	0.2304466615
451	0.230379576
452	0.2302267937
453	0.2301472259
454	0.2301318959
455	0.2299038544
456	0.2298327441
457	0.2296907968
458	0.2295309882
459	0.2290945787
460	0.2288811638
461	0.2288247016
462	0.2287844969
463	0.228638599
464	0.2285264522
465	0.2283523265
466	0.2282318038
467	0.228101797
468	0.2277574008
469	0.227725232
470	0.2275571751
471	0.2274465735
472	0.2271141943
473	0.2269864143
474	0.226684818
475	0.2265955871
476	0.2264216873
477	0.226115813
478	0.2260615675
479	0.225933666
480	0.2258343044
481	0.2257571664
482	0.2256575873
483	0.2256565109
484	0.2254726843
485	0.2253022176
486	0.2251487105
487	0.2250664678
488	0.2247993356
489	0.2246479378
490	0.2243261373
491	0.2241400195
492	0.2240079234
493	0.2238326679
494	0.2237000279
495	0.2233716589
496	0.2232096439
497	0.2231182997
498	0.2231164714
499	0.2229959536
500	0.2228974535
501	0.222571282
502	0.2222808001
503	0.2220398987
504	0.2218753803
505	0.2217873854
506	0.2215147929
507	0.2213712583
508	0.2213130916
509	0.2211335548
510	0.2210208039
511	0.2209062346
512	0.2207726539
513	0.2206579369
514	0.2205621873
515	0.2204651795
516	0.2202537883
517	0.2201085483
518	0.2198883923
519	0.2195996346
520	0.2195579064
521	0.2193923034
522	0.2190656699
523	0.2189164544
524	0.2188476066
525	0.2186021989
526	0.2185640968
527	0.2183223729
528	0.2181368366
529	0.2181170569
530	0.218069617
531	0.2178037081
532	0.217664585
533	0.2174963027
534	0.2173633675
535	0.2172532327
536	0.2169617462
537	0.2168373428
538	0.2168280701
539	0.2164241793
540	0.2162801293
541	0.2162188045
542	0.2160743633
543	0.2157724348
544	0.2157724332
545	0.2156533494
546	0.2155595598
547	0.2154816675
548	0.2154636524
549	0.2153779571
550	0.2152283068
551	0.2151162456
552	0.2150271154
553	0.2148495964
554	0.2147708752
555	0.2145554875
556	0.2143928406
557	0.2142396206
558	0.2140993331
559	0.213883476
560	0.2138819687
561	0.213691582
562	0.213484948
563	0.2134516312
564	0.2132820357
565	0.2131410052
566	0.2129045374
567	0.212778832
568	0.2126326992
569	0.212567434
570	0.2124821546
571	0.2123628433
572	0.2121164913
573	0.2118596133
574	0.2115994643
575	0.2115286427
576	0.2114468727
577	0.2113554577
578	0.2112040534
579	0.211077393
580	0.210967196
581	0.2107522565
582	0.2106067334
583	0.2104608225
584	0.2103244797
585	0.210181698
586	0.2100466201
587	0.2100139623
588	0.2098822958
589	0.209757731
590	0.2096528929
591	0.2096043873
592	0.209422709
593	0.2091290306
594	0.2091200393
595	0.2089683694
596	0.2088699765
597	0.2088297272
598	0.2084613169
599	0.208238576
600	0.2080835919
601	0.2079843704
602	0.207972629
603	0.2078338824
604	0.2075929245
605	0.2075917592
606	0.2075917571
607	0.2074945136
608	0.2073834638
609	0.2073749689
610	0.2072436239
611	0.2070691149
612	0.2069201669
613	0.2068234807
614	0.2067303773
615	0.2067218529
616	0.2065724269
617	0.2065642654
618	0.2065262372
619	0.2064728994
620	0.2064447543
621	0.2063584572
622	0.2063404586
623	0.2063392115
624	0.2060981337
625	0.2060473577
626	0.2058298226
627	0.2057924438
628	0.2056601521
629	0.2053607412
630	0.2052939857
631	0.2051891039
632	0.2051753955
633	0.204937735
634	0.2047585935
635	0.2046055974
636	0.2045355429
637	0.2044171716
638	0.2043066412
639	0.2042122195
640	0.2041834684
641	0.2039577813
642	0.2038404058
643	0.2036404379
644	0.2034563993
645	0.2033981598
646	0.203398159
647	0.2031765631
648	0.2028946586
649	0.2027674263
650	0.2027674232
651	0.2026902158
652	0.2026526616
653	0.2025028793
654	0.2023139366
655	0.2020690814
656	0.201879434
657	0.201583191
658	0.2015755639
659	0.2014043887
660	0.2013898211
661	0.2013185365
662	0.2011796281
663	0.2011036672
664	0.2010968513
665	0.2009571084
666	0.2007379741
667	0.2005245103
668	0.2003860038
669	0.2003028511
670	0.2002348857
671	0.1999574661
672	0.1996501169
673	0.1995157468
674	0.1993959582
675	0.1991097716
676	0.198928243
677	0.1986643322
678	0.1985603755
679	0.1985499035
680	0.1982160181
681	0.1982096138
682	0.1980465727
683	0.1979561146
684	0.1977870293
685	0.1975766121
686	0.1974679942
687	0.1972833258
688	0.1972491846
689	0.1970982043
690	0.1969705375
691	0.1969215941
692	0.1968548817
693	0.1968301097
694	0.1967698639
695	0.1966259383
696	0.1965742009
697	0.1964410223
698	0.1963365412
699	0.1962420787
700	0.1961764216
701	0.1960152245
702	0.196009374
703	0.1959506523
704	0.1958747797
705	0.1956933354
706	0.1952364942
707	0.1951465484
708	0.1950657018
709	0.1948884707
710	0.194659875
711	0.1944452234
712	0.1944452223
713	0.1942692299
714	0.1941649131
715	0.194135146
716	0.1938523947
717	0.1936468875
718	0.1935014899
719	0.1935008183
720	0.1934877309
721	0.1933965893
722	0.1931982596
723	0.1930822951
724	0.192852255
725	0.1927133295
726	0.1925915285
727	0.1923251344
728	0.1922483268
729	0.1921912734
730	0.192190062
731	0.1921241983
732	0.1919729613
733	0.1917999702
734	0.1915751049
735	0.1914187174
736	0.1912450927
737	0.1911183721
738	0.1910613935
739	0.1910561859
740	0.1910198617
741	0.190914224
742	0.1906330469
743	0.1905440676
744	0.1904876155
745	0.1904229431
746	0.1902767505
747	0.1900807644
748	0.1900004717
749	0.1897651365
750	0.1895181795
751	0.1894884381
752	0.1893684154
753	0.1892659353
754	0.1892212474
755	0.1891791794
756	0.1891395595
757	0.1890575939
758	0.1888502298
759	0.1888035827
760	0.1887981156
761	0.1887619423
762	0.1887008604
763	0.188627971
764	0.1884256149
765	0.1882698308
766	0.1882197988
767	0.1881090621
768	0.1880173279
769	0.1878907977
770	0.1878307766
771	0.1877779893
772	0.1875995475
773	0.1874798678
774	0.1872969252
775	0.1872099288
776	0.1871368482
777	0.1870984335
778	0.1870257125
779	0.1867640401
780	0.1866320704
781	0.186519452
782	0.186348191
783	0.1861074066
784	0.1859067338
785	0.1855509513
786	0.1854786873
787	0.1854126114
788	0.1852522333
789	0.185128594
790	0.1850988714
791	0.1848953285
792	0.184720966
793	0.184662844
794	0.1845443863
795	0.1844037855
796	0.1842685977
797	0.1840651393
798	0.1839451037
799	0.1838505015
800	0.1837136627
801	0.1835649028
802	0.1833953953
803	0.1833733178
804	0.1832724347
805	0.1831318059
806	0.1830183636
807	0.1827667206
808	0.1826490121
809	0.1825259157
810	0.18247212
811	0.1822420591
812	0.1821845135
813	0.182180734
814	0.1819442297
815	0.181744286
816	0.181540813
817	0.1812641716
818	0.1811946451
819	0.180997826
820	0.180991947
821	0.1809084239
822	0.1808535974
823	0.1808106293
824	0.1807346673
825	0.1805921685
826	0.1805030085
827	0.1805023179
828	0.1804194805
829	0.1803215325
830	0.1802420275
831	0.180026736
832	0.1799767664
833	0.1799727542
834	0.1798296546
835	0.1797499618
836	0.1797151475
837	0.1796203205
838	0.1795644235
839	0.1794990416
840	0.1794905275
841	0.179425863
842	0.1793160287
843	0.1791837444
844	0.1790519856
845	0.1789746345
846	0.1787903284
847	0.1787132118
848	0.17871004
849	0.178480587
850	0.1784507444
851	0.178371427
852	0.1782395844
853	0.1781082873
854	0.1779489351
855	0.1778763999
856	0.1777424795
857	0.1776247613
858	0.1775922414
859	0.1775603536
860	0.1774817172
861	0.1774597353
862	0.1774018439
863	0.177285282
864	0.1771485428
865	0.1769788055
866	0.1769382155
867	0.1768952489
868	0.176793602
869	0.1766983492
870	0.1766013546
871	0.176366712
872	0.1760910766
873	0.1760426697
874	0.175957545
875	0.1758415269
876	0.175749949
877	0.175687902
878	0.1756851326
879	0.1756408969
880	0.175520183
881	0.1754568459
882	0.1753727956
883	0.1752692169
884	0.1752102547
885	0.1750718384
886	0.1750685686
887	0.1749627565
888	0.1749595405
889	0.1747778499
890	0.1747746515
891	0.1746089341
892	0.1745038184
893	0.1743858146
894	0.1743015628
895	0.174107428
896	0.1739469355
897	0.1738332507
898	0.1737666583
899	0.1735870541
900	0.1734986179
901	0.1733778187
902	0.1732902974
903	0.1732406618
904	0.1731552665
905	0.1730642429
906	0.1728110875
907	0.1727282798
908	0.1725737168
909	0.1724945634
910	0.1724185441
911	0.172274454
912	0.172124463
913	0.1720112637
914	0.1718706584
915	0.171666423
916	0.1715863629
917	0.1713590028
918	0.1713279721
919	0.1711729679
920	0.1711693261
921	0.1708756735
922	0.1708081143
923	0.1706248182
924	0.1704970916
925	0.1704732138
926	0.1704174339
927	0.1703938765
928	0.1703249157
929	0.1702031407
930	0.1700109966
931	0.1700105465
932	0.1699208788
933	0.1699076166
934	0.1698425523
935	0.1698007599
936	0.1697452732
937	0.1696573286
938	0.1695292678
939	0.169383814
940	0.1693034602
941	0.1691588025
942	0.1690657145
943	0.1689465176
944	0.1688559675
945	0.1686682141
946	0.1686472305
947	0.1685894534
948	0.1684666962
949	0.168380833
950	0.1682873798
951	0.1682853665
952	0.168282988
953	0.1680680419
954	0.1680402689
955	0.1679274399
956	0.1678906584
957	0.1678566081
958	0.1676865317
959	0.167433901
960	0.1674044336
961	0.1673406463
962	0.1672421261
963	0.1672008308
964	0.1671840968
965	0.167147808
966	0.1670570943
967	0.1669800931
968	0.1668255852
969	0.166615728
970	0.1664733001
971	0.1664490889
972	0.1662709097
973	0.1661696507
974	0.1661578708
975	0.1660987066
976	0.165979738
977	0.1658829998
978	0.1658442703
979	0.1657974326
980	0.1657581329
981	0.1657180668
982	0.1655916874
983	0.1654257595
984	0.165421037
985	0.1652878426
986	0.1652141468
987	0.1651738899
988	0.1650863957
989	0.1647632227
990	0.1646279595
991	0.164443175
992	0.1643340435
993	0.1642457552
994	0.1640433616
995	0.1640132033
996	0.1640081993
997	0.1639337956
998	0.1637812119
999	0.163769145
